Name,Keph level,Facility type,Owner,Regulatory_body,Beds,Cots,County,Constituency,Sub_county,Ward,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night
Arbajahan Nomadic Mobile Clinic,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WAJIR,WAJIR WEST,wajir west,ARBAJAHAN,No,No,No,No
Uruku Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYANDARUA,NDARAGWA,ndaragwa,CENTRAL,No,No,No,No
Entanda Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISII,KITUTU CHACHE NORTH,kitutu chache north,MONYERERO,No,No,No,No
Borangi Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KISII,BOBASI,bobasi,NYACHEKI,No,No,Yes,No
Roka Maweni Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KILIFI,KILIFI NORTH,kilifi north,MATSANGONI,No,No,No,No
Nyakongo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,3,0,KISUMU,NYANDO,nyando,EAST KANO/WAWIDHI,No,No,No,No
Vyongwani Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KWALE,MATUGA,matuga,TSIMBA GOLINI,No,No,No,No
Kairuthi Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYERI,Nyeri South,nyeri south,IRIA-INI,No,No,No,No
Musitinyi Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,6,6,VIHIGA,LUANDA,luanda,WEMILABI,No,No,No,No
Abakore Sub District Hospital,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,0,0,WAJIR,WAJIR SOUTH,wajir south,HABASSWEIN,No,No,No,No
Suguta Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KISII,SOUTH MUGIRANGO,south mugirango,GETENGA,No,No,No,No
Kwa Mutonga Dispenasry,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI WEST,kitui west,KWAMUTONGA/KITHUMULA,No,No,No,No
Zaina Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYERI,TETU,tetu,DEDAN KIMATHI,No,No,No,No
Seketet Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,SAMBURU,SAMBURU CENTRAL,samburu central,PORRO,No,No,No,No
Katumbu Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI EAST,kitui east,CHULUNI,No,No,No,No
Ndimaini Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYERI,MATHIRA,mathira east,KONYU,No,No,No,No
Somare Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MARSABIT,MOYALE,moyale,BUTIYE,No,No,No,No
Yanzuu Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI EAST,kitui east,NZAMBANI,No,No,No,No
Elben Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WAJIR,TARBAJ,tarbaj,ELBEN,Yes,No,Yes,No
Gita Sub County Hospital,Level 3,Primary care hospitals,Ministry of Health,Kenya MPDB - Institution,0,0,KISUMU,KISUMU EAST,kisumu east,KAJULU,No,No,No,No
Twimyua Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI NORTH,mwingi north,KYUSO,No,No,No,No
Eden Dispensary,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,"NAIROBI",LANGATA,langata,MUGUMO-INI,No,No,No,No
Nyabola Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,HOMA BAY,KASIPUL,kasipul,WEST KASIPUL,No,No,No,No
Kauma Health Centre (Rachuonyo),Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,HOMA BAY,KABONDO KASIPUL,kabondo kasipul,KABONDO WEST,No,No,No,No
Benane Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,GARISSA,LAGDERA,lagdera,BENANE,No,No,No,No
Kigaa Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,EMBU,RUNYENJES,runyenjes,CENTRAL  WARD,No,No,No,No
Kanakurudio Health Centre,Level 3,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,TURKANA,TURKANA NORTH,turkana north,LAKEZONE,No,No,No,No
Kirima Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYANDARUA,NDARAGWA,ndaragwa,SHAMATA,No,No,No,No
Tiva Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI CENTRAL,kitui central,KYANGWITHYA WEST,No,No,No,No
Kiptagich Model Health centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,24,4,"NAKURU",KURESOI SOUTH,kuresoi south,KIPTAGICH,Yes,No,Yes,No
Mere Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYERI,KIENI,kieni east,KABARU,No,No,No,No
Kaimbaga Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYANDARUA,OL KALOU,olkalou,KAIMBAGA,No,No,No,No
Molo South Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,8,0,"NAKURU",KURESOI NORTH,kuresoi north,NYOTA,No,No,No,No
Uran Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MARSABIT,MOYALE,moyale,URAN,No,No,No,No
Barwaqo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WAJIR,WAJIR EAST,wajir east,TOWNSHIP,No,No,Yes,No
Nkondi Health centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,THARAKA-NITHI,THARAKA,tharaka south,NKONDI,No,No,No,No
Murarandia Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MURANG'A,KIHARU,kiharu,MURARANDIA,No,No,No,No
Gitine Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MERU,SOUTH IMENTI,imenti south,IGOJI EAST,No,No,No,No
Kauma Dispensary (Kitui),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI WEST,kitui west,MATINYANI,No,No,No,No
Nyaribo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYERI,NYERI TOWN,nyeri central,KIGANJO/MATHARI,No,No,No,No
Leheley Sub District Hospital,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,0,0,WAJIR,WAJIR SOUTH,wajir south,LAGBOGHOI SOUTH,No,No,No,No
Kuja Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MIGORI,AWENDO,awendo sub county,NORTH SAKWA,No,No,No,No
Nyagiki Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISII,BOBASI,bobasi,SAMETA/MOKWERERO,No,No,No,No
GK Prisons Dispensary (Eldoret East),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,UASIN GISHU,MOIBEN,moiben,KIMUMU,No,No,Yes,No
Ap Line Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,KAKAMEGA,LURAMBI,lurambi,SHIRERE,No,No,No,No
Olorika Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,KAJIADO,KAJIADO SOUTH,loitokitok,KUKU,Yes,No,Yes,No
Kimsaw Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,8,0,"NAKURU","NAKURU TOWN WEST",nakuru east,SHAABAB,Yes,No,Yes,No
Kokwanyo Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,HOMA BAY,KABONDO KASIPUL,kabondo kasipul,KOKWANYO/KAKELO,No,No,No,No
Kobuya Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,HOMA BAY,KARACHUONYO,karachuonyo,WANG'CHIENG,No,No,No,No
Mugui Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,EMBU,RUNYENJES,runyenjes,KAGAARI NORTH,No,No,No,No
Chepkube Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUNGOMA,MT. ELGON,Cheptais,CHEPTAIS,No,No,No,No
Mauche Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,"NAKURU",NJORO,njoro,MAU NAROK,No,No,No,No
Kibigori Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISUMU,MUHORONI,muhoroni,CHEMELIL,No,No,No,No
Ledero Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,SAMBURU,SAMBURU CENTRAL,samburu central,LODOKEJEK,No,No,No,No
Gaciongo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,THARAKA-NITHI,THARAKA,tharaka north,MUKOTHIMA,No,No,No,No
Dakabaricha Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MARSABIT,SAKU,saku,MARSABIT CENTRAL,No,No,No,No
Giatunda Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISII,SOUTH MUGIRANGO,south mugirango,TABAKA,No,No,No,No
Mokomoni Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,NYAMIRA,BORABU,borabu,KIABONYORU,No,No,No,No
Kituluni Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,MACHAKOS,MATUNGULU,matungulu,MATUNGULU NORTH,No,No,No,No
Mabinju Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,SIAYA,BONDO,bondo,SOUTH SAKWA,No,No,No,No
Chemaner Dispensary (Kuresoi),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,4,"NAKURU",KURESOI SOUTH,kuresoi south,TINET,No,No,No,No
Kyamatu Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,KITUI,KITUI EAST,kitui east,VOO/KYAMATU,No,No,No,No
Igena-Itambe Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYAMIRA,WEST MUGIRANGO,nyamira,BOSAMARO,No,No,No,No
Hodhan Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WAJIR,WAJIR EAST,wajir east,TOWNSHIP,No,No,Yes,No
Oyamo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,SIAYA,BONDO,bondo,SOUTH SAKWA,No,No,No,No
Weithaga (ACK) Dispensary,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Kenya MPDB - Institution,0,0,MURANG'A,KIHARU,kiharu,WANGU,No,No,No,No
Endau Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,KITUI,KITUI EAST,kitui east,ENDAU/MALALANI,No,No,No,No
Ragia Forest Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KIAMBU,LARI,lari,KINALE,No,No,No,No
Nyamaranya Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,5,0,MIGORI,KURIA EAST,kuria east sub county,GOKEHARAKA/GETAMBWEGA,No,No,No,No
Nthongoni Health Centre (Kitui),Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI RURAL,kitui rural,KWAVONZA/YATTA,No,No,No,No
Tangasir Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,7,0,UASIN GISHU,MOIBEN,moiben,KARUNA/MEIBEKI,No,No,No,No
Vision Peoples Inter Health Centre,Level 2,Basic primary health care facility,Other Faith Based,Kenya MPDB - Institution,0,0,"NAIROBI",WESTLANDS,westlands,KARURA,No,No,No,No
Ngaremara Dispensary,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Kenya MPDB - Institution,2,0,ISIOLO,ISIOLO NORTH,isiolo,NGARE MARA,No,No,No,No
Eldera Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,ISIOLO,ISIOLO SOUTH,garbatulla,SERICHO,No,No,No,No
Masogo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,HOMA BAY,KABONDO KASIPUL,kabondo kasipul,KABONDO WEST,No,No,No,No
GK Prison Dispensary (Garissa),Level 2,Dispensaries and clinic-out patient only,Public Institution,Ministry of Health,0,0,GARISSA,GARISSA TOWNSHIP,garissa,TOWNSHIP,No,No,No,No
Kasikeu Catholic Health Centre,Level 3,Basic primary health care facility,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,8,0,MAKUENI,KILOME,kilome,KASIKEU,Yes,No,Yes,No
Nthwanguu Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MACHAKOS,MWALA,mwala,KIBAUNI,No,No,No,No
Tunyai Health centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,15,0,THARAKA-NITHI,THARAKA,tharaka south,CHIAKAGIRA,No,No,No,No
Kaliku Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI EAST,kitui east,MUTITU/KALIKU,No,No,No,No
Uruku GK Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MERU,SOUTH IMENTI,imenti south,NKUENE,No,No,No,No
Dasheq Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WAJIR,TARBAJ,tarbaj,TARBAJ,Yes,No,Yes,No
Kitheo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MERU,TIGANIA WEST,tigania west,AKITHII,No,No,No,No
Lafaley Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WAJIR,TARBAJ,tarbaj,TARBAJ,Yes,No,Yes,No
Badassa Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MARSABIT,SAKU,saku,MARSABIT CENTRAL,No,No,No,No
Suna Ragana Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MIGORI,SUNA WEST,suna west sub county,RAGANA-ORUBA,No,No,No,No
Serawongo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,SIAYA,BONDO,bondo,CENTRAL SAKWA,No,No,No,No
Kaani Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,MACHAKOS,KATHIANI,kathiani,LOWER KAEWA/KAANI,No,No,No,No
Rodi Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISUMU,SEME,seme,EAST SEME,No,No,No,No
Katani Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,MACHAKOS,MAVOKO,athi river,MUTHWANI,No,No,No,No
Mijomboni Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,KILIFI,KILIFI NORTH,kilifi north,DABASO,No,No,No,No
Kanjuiri Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYANDARUA,OL KALOU,olkalou,KANJUIRI RANGE,No,No,No,No
Etono Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,5,0,NYAMIRA,NORTH MUGIRANGO,nyamira north,BOMWAGAMO,No,No,No,No
Olborosat Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYANDARUA,OLJOROOK,oljoroorok,GATHANJI,No,No,No,No
Emitik Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,"NAKURU",KURESOI SOUTH,kuresoi south,KIPTAGICH,No,No,No,No
Nyakegogi Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISII,BOBASI,bobasi,BOBASI CHACHE,No,No,No,No
Lwanda Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MIGORI,NYATIKE,nyatike sub county,NORTH KADEM,No,No,No,No
Shika Adabu (MCM) Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MOMBASA,LIKONI,likoni,SHIKA ADABU,No,No,No,No
Olgulului Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,20,4,KAJIADO,KAJIADO SOUTH,loitokitok,ENTONET/LENKISM,Yes,No,Yes,No
Simbi Kogembo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,HOMA BAY,KARACHUONYO,karachuonyo,CENTRAL,No,No,No,No
Sosoni Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KILIFI,MAGARINI,magarini,ADU,No,No,Yes,No
Ukia Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,MAKUENI,KAITI,Kaiti,UKIA,No,No,No,No
Bonde Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISUMU,NYAKACH,nyakach,CENTRAL NYAKACH,No,No,No,No
Koitaburot Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KERICHO,SIGOWET/SOIN,sigowet/soin,SOIN,No,No,No,No
Kirimun GK Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,SAMBURU,SAMBURU CENTRAL,samburu central,LODOKEJEK,No,No,No,No
Komosoko Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,MIGORI,KURIA WEST,kuria west sub county,NYANMOSENSE/KOMOSOKO,No,No,No,No
Ganda Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KILIFI,MALINDI,malindi,MALINDI TOWN,No,No,No,No
Donyo Sabuk Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,MACHAKOS,MATUNGULU,matungulu,MATUNGULU NORTH,No,No,No,No
Boige Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KISII,SOUTH MUGIRANGO,south mugirango,BOIKANGA,No,No,No,No
Bour-Algy Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,GARISSA,GARISSA TOWNSHIP,garissa,IFTIN,No,No,No,No
Kanyagwal Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISUMU,NYANDO,nyando,AHERO,No,No,No,No
Olasi Dispensary (Nyando),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,3,0,KISUMU,NYANDO,nyando,EAST KANO/WAWIDHI,No,No,No,No
Kiboko Dispensary (Makindu),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,MAKUENI,KIBWEZI WEST,kibwezi west,MAKINDU,No,No,No,No
Kisima Health Centre,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,6,2,SAMBURU,SAMBURU CENTRAL,samburu central,LODOKEJEK,No,No,Yes,No
Chebaraa Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,6,0,"NAKURU",KURESOI SOUTH,kuresoi south,KERINGET,No,No,Yes,No
Porro Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,6,0,SAMBURU,SAMBURU CENTRAL,samburu central,PORRO,No,No,No,No
Naya Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,7,0,SIAYA,RARIEDA,rarieda,SOUTH UYOMA,No,No,No,No
Gikui Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MURANG'A,KANGEMA,mathioya,MUGURU,No,No,No,No
Meibeki Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,UASIN GISHU,MOIBEN,moiben,KARUNA/MEIBEKI,No,No,No,No
Kamusiliu Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI NORTH,mwingi north,NGOMENI,No,No,No,No
Elukhambi Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,KAKAMEGA,LURAMBI,lurambi,BUTSOTSO SOUTH,No,No,No,No
Got Oyaro Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,HOMA BAY,KARACHUONYO,karachuonyo,WEST KARACHUONYO,No,No,No,No
